sample_id,image_filename,primary_xml_filename,secondary_xml_filename,primary_declared_filename,secondary_declared_filename,official_split,resolved_image_filename,annotation_source,identity_status,annotation_status,duplicate_group_id,duplicate_status,curated_split,include,reason_code,review_status,reviewer,review_notes,evidence_artifact,source_dataset_fingerprint,curation_version
667,667.jpg,667.xml,667.xml,667.jpg,667.jpg,train,667.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
668,668.jpg,668.xml,668.xml,668.jpg,668.jpg,train,668.jpg,primary,consistent,primary_confirmed,exact-002,exact_duplicate_redundant,,False,exact_duplicate_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
669,669.jpg,669.xml,669.xml,669.jpg,669.jpg,validation,669.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
670,670.jpg,670.xml,670.xml,670.jpg,670.jpg,train,670.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
671,671.jpg,671.xml,671.xml,671.jpg,671.jpg,test,671.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
672,672.jpg,672.xml,672.xml,672.jpg,672.jpg,train,672.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
673,673.jpg,673.xml,673.xml,673.jpg,673.jpg,train,673.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
674,674.jpg,674.xml,674.xml,674.jpg,674.jpg,validation,674.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
675,675.jpg,675.xml,675.xml,675.jpg,675.jpg,validation,675.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
676,676.jpg,676.xml,676.xml,676.jpg,676.jpg,train,676.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
677,677.jpg,677.xml,677.xml,677.jpg,677.jpg,test,677.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
678,678.jpg,678.xml,678.xml,678.jpg,678.jpg,train,678.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
679,679.jpg,679.xml,679.xml,679.jpg,679.jpg,train,679.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
680,680.jpg,680.xml,680.xml,680.jpg,680.jpg,train,680.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
681,681.jpg,681.xml,681.xml,681.jpg,681.jpg,train,681.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
682,682.jpg,682.xml,682.xml,682.jpg,682.jpg,train,682.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
683,683.jpg,683.xml,683.xml,683.jpg,683.jpg,train,683.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
684,684.jpg,684.xml,684.xml,684.jpg,684.jpg,train,684.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
685,685.jpg,685.xml,685.xml,685.jpg,685.jpg,validation,685.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
686,686.jpg,686.xml,686.xml,686.jpg,686.jpg,test,686.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
687,687.jpg,687.xml,687.xml,687.jpg,687.jpg,validation,687.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
688,688.jpg,688.xml,688.xml,688.jpg,688.jpg,train,688.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
689,689.jpg,689.xml,689.xml,689.jpg,689.jpg,test,689.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
690,690.jpg,690.xml,690.xml,690.jpg,690.jpg,train,690.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
691,691.jpg,691.xml,691.xml,691.jpg,691.jpg,train,691.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
692,692.jpg,692.xml,692.xml,692.jpg,692.jpg,train,692.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
693,693.jpg,693.xml,693.xml,693.jpg,693.jpg,train,693.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
694,694.jpg,694.xml,694.xml,694.jpg,694.jpg,train,694.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
695,695.jpg,695.xml,695.xml,695.jpg,695.jpg,train,695.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
696,696.jpg,696.xml,696.xml,696.jpg,696.jpg,test,696.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
697,697.jpg,697.xml,697.xml,697.jpg,697.jpg,train,697.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
698,698.jpg,698.xml,698.xml,698.jpg,698.jpg,validation,698.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
699,699.jpg,699.xml,699.xml,699.jpg,699.jpg,test,699.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
700,700.jpg,700.xml,700.xml,700.jpg,700.jpg,train,700.jpg,primary,consistent,primary_confirmed,scene-039,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
701,701.jpg,701.xml,701.xml,701.jpg,701.jpg,test,701.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
702,702.jpg,702.xml,702.xml,702.jpg,702.jpg,train,702.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
703,703.jpg,703.xml,703.xml,703.jpg,703.jpg,train,703.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
704,704.jpg,704.xml,704.xml,704.jpg,704.jpg,test,704.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
705,705.jpg,705.xml,705.xml,705.jpg,705.jpg,train,705.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
706,706.jpg,706.xml,706.xml,706.jpg,706.jpg,validation,706.jpg,primary,consistent,primary_confirmed,scene-049,near_duplicate_same_scene,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
707,707.jpg,707.xml,707.xml,707.jpg,707.jpg,train,707.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
708,708.jpg,708.xml,708.xml,708.jpg,708.jpg,train,708.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
709,709.jpg,709.xml,709.xml,709.jpg,709.jpg,train,709.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
710,710.jpg,710.xml,710.xml,710.jpg,710.jpg,train,710.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
711,711.jpg,711.xml,711.xml,711.jpg,711.jpg,train,711.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
712,712.jpg,712.xml,712.xml,712.jpg,712.jpg,train,712.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
713,713.jpg,713.xml,713.xml,713.jpg,713.jpg,train,713.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
714,714.jpg,714.xml,714.xml,714.jpg,714.jpg,train,714.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
715,715.jpg,715.xml,715.xml,715.jpg,715.jpg,train,715.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
716,716.jpg,716.xml,716.xml,716.jpg,716.jpg,train,716.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
717,717.jpg,717.xml,717.xml,717.jpg,717.jpg,train,717.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
718,718.jpg,718.xml,718.xml,718.jpg,718.jpg,test,718.jpg,primary,consistent,primary_confirmed,scene-049,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
719,719.jpg,719.xml,719.xml,719.jpg,719.jpg,train,719.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
720,720.jpg,720.xml,720.xml,720.jpg,720.jpg,train,720.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
721,721.jpg,721.xml,721.xml,721.jpg,721.jpg,test,721.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
722,722.jpg,722.xml,722.xml,722.jpg,722.jpg,train,722.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
723,723.jpg,723.xml,723.xml,723.jpg,723.jpg,train,723.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
724,724.jpg,724.xml,724.xml,724.jpg,724.jpg,validation,724.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
725,725.jpg,725.xml,725.xml,725.jpg,725.jpg,train,725.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
726,726.jpg,726.xml,726.xml,726.jpg,726.jpg,train,726.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
727,727.jpg,727.xml,727.xml,727.jpg,727.jpg,train,727.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
728,728.jpg,728.xml,728.xml,728.jpg,728.jpg,train,728.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
729,729.jpg,729.xml,729.xml,729.jpg,729.jpg,train,729.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
730,730.jpg,730.xml,730.xml,730.jpg,730.jpg,validation,730.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
731,731.jpg,731.xml,731.xml,731.jpg,731.jpg,train,731.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
732,732.jpg,732.xml,732.xml,732.jpg,732.jpg,train,732.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
733,733.jpg,733.xml,733.xml,733.jpg,733.jpg,train,733.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
734,734.jpg,734.xml,734.xml,734.jpg,734.jpg,train,734.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
735,735.jpg,735.xml,735.xml,735.jpg,735.jpg,test,735.jpg,primary,consistent,primary_confirmed,scene-046,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
736,736.jpg,736.xml,736.xml,736.jpg,736.jpg,validation,736.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
737,737.jpg,737.xml,737.xml,737.jpg,737.jpg,train,737.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
738,738.jpg,738.xml,738.xml,738.jpg,738.jpg,validation,738.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
739,739.jpg,739.xml,739.xml,739.jpg,739.jpg,validation,739.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
740,740.jpg,740.xml,740.xml,740.jpg,740.jpg,validation,740.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
741,741.jpg,741.xml,741.xml,741.jpg,741.jpg,train,741.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
742,742.jpg,742.xml,742.xml,742.jpg,742.jpg,train,742.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
743,743.jpg,743.xml,743.xml,10.jpg,10.jpg,train,,none,annotation_reused_from_other_image,exclude,,unique,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 10.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.8361. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#743,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
744,744.jpg,744.xml,744.xml,100.jpg,100.jpg,train,,none,annotation_reused_from_other_image,exclude,,near_duplicate_review,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 100.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9936. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#744,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
745,745.jpg,745.xml,745.xml,101.jpg,101.jpg,validation,,none,annotation_reused_from_other_image,exclude,,near_duplicate_review,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 101.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9991. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#745,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
746,746.jpg,746.xml,746.xml,105.jpg,105.jpg,test,,none,annotation_reused_from_other_image,exclude,,unique,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 105.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9200. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#746,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
747,747.jpg,747.xml,747.xml,106.jpg,106.jpg,validation,,none,annotation_reused_from_other_image,exclude,,near_duplicate_review,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 106.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#747,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
748,748.jpg,748.xml,748.xml,108.jpg,108.jpg,train,,none,annotation_reused_from_other_image,exclude,,unique,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 108.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7588. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#748,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
749,749.jpg,749.xml,749.xml,11.jpg,11.jpg,validation,,none,annotation_reused_from_other_image,exclude,,unique,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 11.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9828. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#749,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
750,750.jpg,750.xml,750.xml,110.jpg,110.jpg,train,,none,annotation_reused_from_other_image,exclude,,near_duplicate_review,,False,annotation_reused,completed,OpenAI-human-review-2026-08-28,"Human review: XML-stem image is the same underlying source scene as declared 110.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.5574. Exclude from the core dataset to preserve source-scene independence.",figures/phase2/identity_review/index.csv#750,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
