unit,pass_name,response_field,response_value,group_dimension,group_value,count,denominator,percentage
review_case,pass_b,activation_primarily_inside_annotation,diffuse,method,resnet18,0,51,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,method,resnet18,0,51,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,corruption_family,brightness,20,34,58.823529
review_case,pass_b,activation_primarily_inside_annotation,partial,corruption_family,brightness,11,34,32.352941
review_case,pass_b,activation_primarily_inside_annotation,outside,corruption_family,brightness,3,34,8.823529
review_case,pass_b,activation_primarily_inside_annotation,diffuse,corruption_family,brightness,0,34,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,corruption_family,brightness,0,34,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,corruption_family,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,corruption_family,clean,6,10,60.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,corruption_family,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,corruption_family,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,corruption_family,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,corruption_family,gaussian_blur,4,13,30.769231
review_case,pass_b,activation_primarily_inside_annotation,partial,corruption_family,gaussian_blur,6,13,46.153846
review_case,pass_b,activation_primarily_inside_annotation,outside,corruption_family,gaussian_blur,3,13,23.076923
review_case,pass_b,activation_primarily_inside_annotation,diffuse,corruption_family,gaussian_blur,0,13,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,corruption_family,gaussian_blur,0,13,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,corruption_family,jpeg,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,corruption_family,jpeg,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,corruption_family,jpeg,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,diffuse,corruption_family,jpeg,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,corruption_family,jpeg,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,severity,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,severity,clean,6,10,60.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,severity,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,severity,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,severity,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,severity,mild,2,4,50.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,severity,mild,2,4,50.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,severity,mild,0,4,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,severity,mild,0,4,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,severity,mild,0,4,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,severity,moderate,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,severity,moderate,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,severity,moderate,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,diffuse,severity,moderate,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,severity,moderate,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,severity,severe,22,43,51.162791
review_case,pass_b,activation_primarily_inside_annotation,partial,severity,severe,15,43,34.883721
review_case,pass_b,activation_primarily_inside_annotation,outside,severity,severe,6,43,13.953488
review_case,pass_b,activation_primarily_inside_annotation,diffuse,severity,severe,0,43,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,severity,severe,0,43,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,condition_group,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,condition_group,clean,6,10,60.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,condition_group,clean,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,condition_group,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,condition_group,clean,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,condition_group,degraded,25,50,50.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,condition_group,degraded,18,50,36.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,condition_group,degraded,7,50,14.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,condition_group,degraded,0,50,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,condition_group,degraded,0,50,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,clean_consensus_error,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,clean_consensus_error,6,10,60.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,clean_consensus_error,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,seed_disagreement,3,8,37.500000
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,seed_disagreement,4,8,50.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,seed_disagreement,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,severe_harmful_flip,11,20,55.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,severe_harmful_flip,7,20,35.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,severe_harmful_flip,2,20,10.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,severe_harmful_flip,0,20,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,severe_harmful_flip,0,20,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,severe_stable_correct,7,8,87.500000
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,severe_stable_correct,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selection_event,severe_stable_wrong,2,8,25.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,selection_event,severe_stable_wrong,5,8,62.500000
review_case,pass_b,activation_primarily_inside_annotation,outside,selection_event,severe_stable_wrong,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,beneficial_flip,2,6,33.333333
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,clean_consensus_error,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,clean_consensus_error,6,10,60.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,clean_consensus_error,2,10,20.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,harmful_flip,11,20,55.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,harmful_flip,7,20,35.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,harmful_flip,2,20,10.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,harmful_flip,0,20,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,harmful_flip,0,20,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,seed_disagreement,3,8,37.500000
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,seed_disagreement,4,8,50.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,seed_disagreement,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,stable_correct,7,8,87.500000
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,stable_correct,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,stable_correct,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,analysis_group,stable_wrong,2,8,25.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,analysis_group,stable_wrong,5,8,62.500000
review_case,pass_b,activation_primarily_inside_annotation,outside,analysis_group,stable_wrong,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,eligibility_rule,consensus,22,49,44.897959
review_case,pass_b,activation_primarily_inside_annotation,partial,eligibility_rule,consensus,19,49,38.775510
review_case,pass_b,activation_primarily_inside_annotation,outside,eligibility_rule,consensus,8,49,16.326531
review_case,pass_b,activation_primarily_inside_annotation,diffuse,eligibility_rule,consensus,0,49,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,eligibility_rule,consensus,0,49,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,eligibility_rule,majority,2,3,66.666667
review_case,pass_b,activation_primarily_inside_annotation,partial,eligibility_rule,majority,1,3,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,eligibility_rule,majority,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,eligibility_rule,majority,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,eligibility_rule,majority,0,3,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,eligibility_rule,seed_disagreement,3,8,37.500000
review_case,pass_b,activation_primarily_inside_annotation,partial,eligibility_rule,seed_disagreement,4,8,50.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,eligibility_rule,seed_disagreement,1,8,12.500000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,corrosion,8,15,53.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,corrosion,6,15,40.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,corrosion,1,15,6.666667
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,corrosion,0,15,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,corrosion,0,15,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,crack,6,7,85.714286
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,crack,1,7,14.285714
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,crack,0,7,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,crack,0,7,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,crack,0,7,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,craze,3,12,25.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,craze,9,12,75.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,craze,0,12,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,craze,0,12,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,craze,0,12,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,hide_craze,3,9,33.333333
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,hide_craze,3,9,33.333333
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,hide_craze,3,9,33.333333
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,hide_craze,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,hide_craze,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,surface_injure,2,12,16.666667
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,surface_injure,5,12,41.666667
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,surface_injure,5,12,41.666667
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,surface_injure,0,12,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,surface_injure,0,12,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,true_label,thunderstrike,5,5,100.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selected_correctness,all_correct,9,14,64.285714
review_case,pass_b,activation_primarily_inside_annotation,partial,selected_correctness,all_correct,2,14,14.285714
review_case,pass_b,activation_primarily_inside_annotation,outside,selected_correctness,all_correct,3,14,21.428571
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selected_correctness,all_correct,0,14,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selected_correctness,all_correct,0,14,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selected_correctness,all_incorrect,16,39,41.025641
review_case,pass_b,activation_primarily_inside_annotation,partial,selected_correctness,all_incorrect,18,39,46.153846
review_case,pass_b,activation_primarily_inside_annotation,outside,selected_correctness,all_incorrect,5,39,12.820513
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selected_correctness,all_incorrect,0,39,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selected_correctness,all_incorrect,0,39,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,selected_correctness,mixed,2,7,28.571429
review_case,pass_b,activation_primarily_inside_annotation,partial,selected_correctness,mixed,4,7,57.142857
review_case,pass_b,activation_primarily_inside_annotation,outside,selected_correctness,mixed,1,7,14.285714
review_case,pass_b,activation_primarily_inside_annotation,diffuse,selected_correctness,mixed,0,7,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,selected_correctness,mixed,0,7,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,method,mobilenet_v3_small,6,9,66.666667
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,method,mobilenet_v3_small,3,9,33.333333
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,method,resnet18,0,51,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,method,resnet18,39,51,76.470588
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,method,resnet18,12,51,23.529412
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,corruption_family,brightness,0,34,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,corruption_family,brightness,28,34,82.352941
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,corruption_family,brightness,6,34,17.647059
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,corruption_family,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,corruption_family,clean,10,10,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,corruption_family,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,corruption_family,gaussian_blur,0,13,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,corruption_family,gaussian_blur,6,13,46.153846
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,corruption_family,gaussian_blur,7,13,53.846154
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,corruption_family,jpeg,0,3,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,corruption_family,jpeg,1,3,33.333333
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,corruption_family,jpeg,2,3,66.666667
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,severity,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,severity,clean,10,10,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,severity,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,severity,mild,0,4,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,severity,mild,4,4,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,severity,mild,0,4,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,severity,moderate,0,3,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,severity,moderate,3,3,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,severity,moderate,0,3,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,severity,severe,0,43,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,severity,severe,28,43,65.116279
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,severity,severe,15,43,34.883721
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,condition_group,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,condition_group,clean,10,10,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,condition_group,clean,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,condition_group,degraded,0,50,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,condition_group,degraded,35,50,70.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,condition_group,degraded,15,50,30.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,beneficial_flip,6,6,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,clean_consensus_error,10,10,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,seed_disagreement,6,8,75.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,seed_disagreement,2,8,25.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,severe_harmful_flip,0,20,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,severe_harmful_flip,12,20,60.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,severe_harmful_flip,8,20,40.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,severe_stable_correct,8,8,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selection_event,severe_stable_wrong,3,8,37.500000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selection_event,severe_stable_wrong,5,8,62.500000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,beneficial_flip,6,6,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,clean_consensus_error,10,10,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,harmful_flip,0,20,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,harmful_flip,12,20,60.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,harmful_flip,8,20,40.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,seed_disagreement,6,8,75.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,seed_disagreement,2,8,25.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,stable_correct,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,stable_correct,8,8,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,stable_correct,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,analysis_group,stable_wrong,3,8,37.500000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,analysis_group,stable_wrong,5,8,62.500000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,eligibility_rule,consensus,0,49,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,eligibility_rule,consensus,37,49,75.510204
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,eligibility_rule,consensus,12,49,24.489796
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,eligibility_rule,majority,0,3,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,eligibility_rule,majority,2,3,66.666667
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,eligibility_rule,majority,1,3,33.333333
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,eligibility_rule,seed_disagreement,6,8,75.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,eligibility_rule,seed_disagreement,2,8,25.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,corrosion,0,15,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,corrosion,12,15,80.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,corrosion,3,15,20.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,crack,0,7,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,crack,6,7,85.714286
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,crack,1,7,14.285714
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,craze,0,12,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,craze,8,12,66.666667
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,craze,4,12,33.333333
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,hide_craze,0,9,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,hide_craze,4,9,44.444444
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,hide_craze,5,9,55.555556
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,surface_injure,0,12,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,surface_injure,10,12,83.333333
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,surface_injure,2,12,16.666667
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,true_label,thunderstrike,5,5,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,true_label,thunderstrike,0,5,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selected_correctness,all_correct,0,14,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selected_correctness,all_correct,14,14,100.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selected_correctness,all_correct,0,14,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selected_correctness,all_incorrect,0,39,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selected_correctness,all_incorrect,27,39,69.230769
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selected_correctness,all_incorrect,12,39,30.769231
review_case,pass_b,activation_concentrated_on_degradation_artifact,yes,selected_correctness,mixed,0,7,0.000000
review_case,pass_b,activation_concentrated_on_degradation_artifact,no,selected_correctness,mixed,4,7,57.142857
review_case,pass_b,activation_concentrated_on_degradation_artifact,uncertain,selected_correctness,mixed,3,7,42.857143
review_case,pass_b,pattern_consistent_across_cnn_seeds,yes,method,mobilenet_v3_small,5,9,55.555556
review_case,pass_b,pattern_consistent_across_cnn_seeds,partly,method,mobilenet_v3_small,4,9,44.444444
review_case,pass_b,pattern_consistent_across_cnn_seeds,no,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,pattern_consistent_across_cnn_seeds,uncertain,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,pattern_consistent_across_cnn_seeds,yes,method,resnet18,19,51,37.254902
review_case,pass_b,pattern_consistent_across_cnn_seeds,partly,method,resnet18,26,51,50.980392
review_case,pass_b,pattern_consistent_across_cnn_seeds,no,method,resnet18,6,51,11.764706
review_case,pass_b,pattern_consistent_across_cnn_seeds,uncertain,method,resnet18,0,51,0.000000
